code,label
F06,Other mental disorders due to brain damage and dysfunction and to physical disease
F06,Other mental disorders due to brain damage and dysfunction and to physical disease
F06,Other mental disorders due to brain damage and dysfunction and to physical disease
F06,Other mental disorders due to brain damage and dysfunction and to physical disease
F07,"Personality and behavioural disorders due to brain disease, damage and dysfunction"
F07,"Personality and behavioural disorders due to brain disease, damage and dysfunction"
F07,"Personality and behavioural disorders due to brain disease, damage and dysfunction"
F07,"Personality and behavioural disorders due to brain disease, damage and dysfunction"
F07,"Personality and behavioural disorders due to brain disease, damage and dysfunction"
F07,"Personality and behavioural disorders due to brain disease, damage and dysfunction"
F09,Unspecified organic or symptomatic mental disorder
F10,Mental and behavioural disorders due to use of alcohol
F10,Mental and behavioural disorders due to use of alcohol
F10,Mental and behavioural disorders due to use of alcohol
F10,Mental and behavioural disorders due to use of alcohol
F10,Mental and behavioural disorders due to use of alcohol
F10,Mental and behavioural disorders due to use of alcohol
F10,Mental and behavioural disorders due to use of alcohol
F10,Mental and behavioural disorders due to use of alcohol
F10,Mental and behavioural disorders due to use of alcohol
F10,Mental and behavioural disorders due to use of alcohol
F10,Mental and behavioural disorders due to use of alcohol
F11,Mental and behavioural disorders due to use of opioids
F11,Mental and behavioural disorders due to use of opioids
F11,Mental and behavioural disorders due to use of opioids
F11,Mental and behavioural disorders due to use of opioids
F11,Mental and behavioural disorders due to use of opioids
F11,Mental and behavioural disorders due to use of opioids
F11,Mental and behavioural disorders due to use of opioids
F11,Mental and behavioural disorders due to use of opioids
F11,Mental and behavioural disorders due to use of opioids
F11,Mental and behavioural disorders due to use of opioids
F11,Mental and behavioural disorders due to use of opioids
F12,Mental and behavioural disorders due to use of cannabinoids
F12,Mental and behavioural disorders due to use of cannabinoids
F12,Mental and behavioural disorders due to use of cannabinoids
F12,Mental and behavioural disorders due to use of cannabinoids
F12,Mental and behavioural disorders due to use of cannabinoids
F12,Mental and behavioural disorders due to use of cannabinoids
F12,Mental and behavioural disorders due to use of cannabinoids
F12,Mental and behavioural disorders due to use of cannabinoids
F12,Mental and behavioural disorders due to use of cannabinoids
F12,Mental and behavioural disorders due to use of cannabinoids
F12,Mental and behavioural disorders due to use of cannabinoids
F13,Mental and behavioural disorders due to use of sedatives or hypnotics
F13,Mental and behavioural disorders due to use of sedatives or hypnotics
F13,Mental and behavioural disorders due to use of sedatives or hypnotics
F13,Mental and behavioural disorders due to use of sedatives or hypnotics
F13,Mental and behavioural disorders due to use of sedatives or hypnotics
F13,Mental and behavioural disorders due to use of sedatives or hypnotics
F13,Mental and behavioural disorders due to use of sedatives or hypnotics
F13,Mental and behavioural disorders due to use of sedatives or hypnotics
F13,Mental and behavioural disorders due to use of sedatives or hypnotics
F13,Mental and behavioural disorders due to use of sedatives or hypnotics
F13,Mental and behavioural disorders due to use of sedatives or hypnotics
F14,Mental and behavioural disorders due to use of cocaine
F14,Mental and behavioural disorders due to use of cocaine
F14,Mental and behavioural disorders due to use of cocaine
F14,Mental and behavioural disorders due to use of cocaine
F14,Mental and behavioural disorders due to use of cocaine
F14,Mental and behavioural disorders due to use of cocaine
F14,Mental and behavioural disorders due to use of cocaine
F14,Mental and behavioural disorders due to use of cocaine
F14,Mental and behavioural disorders due to use of cocaine
F14,Mental and behavioural disorders due to use of cocaine
F14,Mental and behavioural disorders due to use of cocaine
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
F16,Mental and behavioural disorders due to use of hallucinogens
F16,Mental and behavioural disorders due to use of hallucinogens
F16,Mental and behavioural disorders due to use of hallucinogens
F16,Mental and behavioural disorders due to use of hallucinogens
F16,Mental and behavioural disorders due to use of hallucinogens
F16,Mental and behavioural disorders due to use of hallucinogens
F16,Mental and behavioural disorders due to use of hallucinogens
F16,Mental and behavioural disorders due to use of hallucinogens
F16,Mental and behavioural disorders due to use of hallucinogens
F16,Mental and behavioural disorders due to use of hallucinogens
F16,Mental and behavioural disorders due to use of hallucinogens
F17,Mental and behavioural disorders due to use of tobacco
F17,Mental and behavioural disorders due to use of tobacco
F17,Mental and behavioural disorders due to use of tobacco
F17,Mental and behavioural disorders due to use of tobacco
F17,Mental and behavioural disorders due to use of tobacco
F17,Mental and behavioural disorders due to use of tobacco
F17,Mental and behavioural disorders due to use of tobacco
F17,Mental and behavioural disorders due to use of tobacco
F17,Mental and behavioural disorders due to use of tobacco
F17,Mental and behavioural disorders due to use of tobacco
F17,Mental and behavioural disorders due to use of tobacco
F18,Mental and behavioural disorders due to use of volatile solvents
F18,Mental and behavioural disorders due to use of volatile solvents
F18,Mental and behavioural disorders due to use of volatile solvents
F18,Mental and behavioural disorders due to use of volatile solvents
F18,Mental and behavioural disorders due to use of volatile solvents
F18,Mental and behavioural disorders due to use of volatile solvents
F18,Mental and behavioural disorders due to use of volatile solvents
F18,Mental and behavioural disorders due to use of volatile solvents
F18,Mental and behavioural disorders due to use of volatile solvents
F18,Mental and behavioural disorders due to use of volatile solvents
F18,Mental and behavioural disorders due to use of volatile solvents
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
F20,Schizophrenia
F20,Schizophrenia
F20,Schizophrenia
F20,Schizophrenia
F20,Schizophrenia
F20,Schizophrenia
F20,Schizophrenia
F20,Schizophrenia
F20,Schizophrenia
F20,Schizophrenia
F21,Schizotypal disorder
F22,Persistent delusional disorders
F22,Persistent delusional disorders
F22,Persistent delusional disorders
F22,Persistent delusional disorders
F23,Acute and transient psychotic disorders
F23,Acute and transient psychotic disorders
F23,Acute and transient psychotic disorders
F23,Acute and transient psychotic disorders
F23,Acute and transient psychotic disorders
F23,Acute and transient psychotic disorders
F23,Acute and transient psychotic disorders
F24,Induced delusional disorder
F25,Schizoaffective disorders
F25,Schizoaffective disorders
F25,Schizoaffective disorders
F25,Schizoaffective disorders
F25,Schizoaffective disorders
F25,Schizoaffective disorders
F28,Other nonorganic psychotic disorders
F29,Unspecified nonorganic psychosis
F30,Manic episode
F30,Manic episode
F30,Manic episode
F30,Manic episode
F30,Manic episode
F30,Manic episode
F31,Bipolar affective disorder
F31,Bipolar affective disorder
F31,Bipolar affective disorder
F31,Bipolar affective disorder
F31,Bipolar affective disorder
F31,Bipolar affective disorder
F31,Bipolar affective disorder
F31,Bipolar affective disorder
F31,Bipolar affective disorder
F31,Bipolar affective disorder
F31,Bipolar affective disorder
F32,Depressive episode
F32,Depressive episode
F32,Depressive episode
F32,Depressive episode
F32,Depressive episode
F32,Depressive episode
F32,Depressive episode
F33,Recurrent depressive disorder
F33,Recurrent depressive disorder
F33,Recurrent depressive disorder
F33,Recurrent depressive disorder
F33,Recurrent depressive disorder
F33,Recurrent depressive disorder
F33,Recurrent depressive disorder
F33,Recurrent depressive disorder
F34,Persistent mood [affective] disorders
F34,Persistent mood [affective] disorders
F34,Persistent mood [affective] disorders
F34,Persistent mood [affective] disorders
F34,Persistent mood [affective] disorders
F38,Other mood [affective] disorders
F38,Other mood [affective] disorders
F38,Other mood [affective] disorders
F38,Other mood [affective] disorders
F39,Unspecified mood [affective] disorder
F40,Phobic anxiety disorders
F40,Phobic anxiety disorders
F40,Phobic anxiety disorders
F40,Phobic anxiety disorders
F40,Phobic anxiety disorders
F40,Phobic anxiety disorders
F41,Other anxiety disorders
F41,Other anxiety disorders
F41,Other anxiety disorders
F41,Other anxiety disorders
F41,Other anxiety disorders
F41,Other anxiety disorders
F41,Other anxiety disorders
F42,Obsessive-compulsive disorder
F42,Obsessive-compulsive disorder
F42,Obsessive-compulsive disorder
F42,Obsessive-compulsive disorder
F42,Obsessive-compulsive disorder
F42,Obsessive-compulsive disorder
F43,"Reaction to severe stress, and adjustment disorders"
F43,"Reaction to severe stress, and adjustment disorders"
F43,"Reaction to severe stress, and adjustment disorders"
F43,"Reaction to severe stress, and adjustment disorders"
F43,"Reaction to severe stress, and adjustment disorders"
F43,"Reaction to severe stress, and adjustment disorders"
F44,Dissociative [conversion] disorders
F44,Dissociative [conversion] disorders
F44,Dissociative [conversion] disorders
F44,Dissociative [conversion] disorders
F44,Dissociative [conversion] disorders
F44,Dissociative [conversion] disorders
F44,Dissociative [conversion] disorders
F44,Dissociative [conversion] disorders
F44,Dissociative [conversion] disorders
F44,Dissociative [conversion] disorders
F44,Dissociative [conversion] disorders
F45,Somatoform disorders
F45,Somatoform disorders
F45,Somatoform disorders
F45,Somatoform disorders
F45,Somatoform disorders
F45,Somatoform disorders
F45,Somatoform disorders
F45,Somatoform disorders
F48,Other neurotic disorders
F48,Other neurotic disorders
F48,Other neurotic disorders
F48,Other neurotic disorders
F48,Other neurotic disorders
F50,Eating disorders
F50,Eating disorders
F50,Eating disorders
F50,Eating disorders
F50,Eating disorders
F50,Eating disorders
F50,Eating disorders
F50,Eating disorders
F50,Eating disorders
F51,Nonorganic sleep disorders
F51,Nonorganic sleep disorders
F51,Nonorganic sleep disorders
F51,Nonorganic sleep disorders
F51,Nonorganic sleep disorders
F51,Nonorganic sleep disorders
F51,Nonorganic sleep disorders
F51,Nonorganic sleep disorders
F51,Nonorganic sleep disorders
F52,"Sexual dysfunction, not caused by organic disorder or disease"
F52,"Sexual dysfunction, not caused by organic disorder or disease"
F52,"Sexual dysfunction, not caused by organic disorder or disease"
F52,"Sexual dysfunction, not caused by organic disorder or disease"
F52,"Sexual dysfunction, not caused by organic disorder or disease"
F52,"Sexual dysfunction, not caused by organic disorder or disease"
F52,"Sexual dysfunction, not caused by organic disorder or disease"
F52,"Sexual dysfunction, not caused by organic disorder or disease"
F52,"Sexual dysfunction, not caused by organic disorder or disease"
F52,"Sexual dysfunction, not caused by organic disorder or disease"
F52,"Sexual dysfunction, not caused by organic disorder or disease"
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified"
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified"
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified"
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified"
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified"
F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere
F55,Abuse of non-dependence-producing substances
F59,Unspecified behavioural syndromes associated with physiological disturbances and physical factors
F60,Specific personality disorders
F60,Specific personality disorders
F60,Specific personality disorders
F60,Specific personality disorders
F60,Specific personality disorders
F60,Specific personality disorders
F60,Specific personality disorders
F60,Specific personality disorders
F60,Specific personality disorders
F60,Specific personality disorders
F60,Specific personality disorders
F61,Mixed and other personality disorders
F62,"Enduring personality changes, not attributable to brain damage and disease"
F62,"Enduring personality changes, not attributable to brain damage and disease"
F62,"Enduring personality changes, not attributable to brain damage and disease"
F62,"Enduring personality changes, not attributable to brain damage and disease"
F62,"Enduring personality changes, not attributable to brain damage and disease"
F63,Habit and impulse disorders
F63,Habit and impulse disorders
F63,Habit and impulse disorders
F63,Habit and impulse disorders
F63,Habit and impulse disorders
F63,Habit and impulse disorders
F63,Habit and impulse disorders
F64,Gender identity disorders
F64,Gender identity disorders
F64,Gender identity disorders
F64,Gender identity disorders
F64,Gender identity disorders
F64,Gender identity disorders
F65,Disorders of sexual preference
F65,Disorders of sexual preference
F65,Disorders of sexual preference
F65,Disorders of sexual preference
F65,Disorders of sexual preference
F65,Disorders of sexual preference
F65,Disorders of sexual preference
F65,Disorders of sexual preference
F65,Disorders of sexual preference
F65,Disorders of sexual preference
F66,Psychological and behavioural disorders associated with sexual development and orientation
F66,Psychological and behavioural disorders associated with sexual development and orientation
F66,Psychological and behavioural disorders associated with sexual development and orientation
F66,Psychological and behavioural disorders associated with sexual development and orientation
F66,Psychological and behavioural disorders associated with sexual development and orientation
F66,Psychological and behavioural disorders associated with sexual development and orientation
F68,Other disorders of adult personality and behaviour
F68,Other disorders of adult personality and behaviour
F68,Other disorders of adult personality and behaviour
F68,Other disorders of adult personality and behaviour
F69,Unspecified disorder of adult personality and behaviour
F70,Mild mental retardation
F70,Mild mental retardation
F70,Mild mental retardation
F70,Mild mental retardation
F70,Mild mental retardation
F71,Moderate mental retardation
F71,Moderate mental retardation
F71,Moderate mental retardation
F71,Moderate mental retardation
F71,Moderate mental retardation
F72,Severe mental retardation
F72,Severe mental retardation
F72,Severe mental retardation
F72,Severe mental retardation
F72,Severe mental retardation
F73,Profound mental retardation
F73,Profound mental retardation
F73,Profound mental retardation
F73,Profound mental retardation
F73,Profound mental retardation
F78,Other mental retardation
F78,Other mental retardation
F78,Other mental retardation
F78,Other mental retardation
F78,Other mental retardation
F79,Unspecified mental retardation
F79,Unspecified mental retardation
F79,Unspecified mental retardation
F79,Unspecified mental retardation
F79,Unspecified mental retardation
F80,Specific developmental disorders of speech and language
F80,Specific developmental disorders of speech and language
F80,Specific developmental disorders of speech and language
F80,Specific developmental disorders of speech and language
F80,Specific developmental disorders of speech and language
F80,Specific developmental disorders of speech and language
F80,Specific developmental disorders of speech and language
F81,Specific developmental disorders of scholastic skills
F81,Specific developmental disorders of scholastic skills
F81,Specific developmental disorders of scholastic skills
F81,Specific developmental disorders of scholastic skills
F81,Specific developmental disorders of scholastic skills
F81,Specific developmental disorders of scholastic skills
F81,Specific developmental disorders of scholastic skills
F82,Specific developmental disorder of motor function
F83,Mixed specific developmental disorders
F84,Pervasive developmental disorders
F84,Pervasive developmental disorders
F84,Pervasive developmental disorders
F84,Pervasive developmental disorders
F84,Pervasive developmental disorders
F84,Pervasive developmental disorders
F84,Pervasive developmental disorders
F84,Pervasive developmental disorders
F84,Pervasive developmental disorders
F88,Other disorders of psychological development
F89,Unspecified disorder of psychological development
F90,Hyperkinetic disorders
F90,Hyperkinetic disorders
F90,Hyperkinetic disorders
F90,Hyperkinetic disorders
F90,Hyperkinetic disorders
F91,Conduct disorders
F91,Conduct disorders
F91,Conduct disorders
F91,Conduct disorders
F91,Conduct disorders
F91,Conduct disorders
F91,Conduct disorders
F92,Mixed disorders of conduct and emotions
F92,Mixed disorders of conduct and emotions
F92,Mixed disorders of conduct and emotions
F92,Mixed disorders of conduct and emotions
F93,Emotional disorders with onset specific to childhood
F93,Emotional disorders with onset specific to childhood
F93,Emotional disorders with onset specific to childhood
F93,Emotional disorders with onset specific to childhood
F93,Emotional disorders with onset specific to childhood
F93,Emotional disorders with onset specific to childhood
F93,Emotional disorders with onset specific to childhood
F94,Disorders of social functioning with onset specific to childhood and adolescence
F94,Disorders of social functioning with onset specific to childhood and adolescence
F94,Disorders of social functioning with onset specific to childhood and adolescence
F94,Disorders of social functioning with onset specific to childhood and adolescence
F94,Disorders of social functioning with onset specific to childhood and adolescence
F94,Disorders of social functioning with onset specific to childhood and adolescence
F95,Tic disorders
F95,Tic disorders
F95,Tic disorders
F95,Tic disorders
F95,Tic disorders
F95,Tic disorders
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F99,"Mental disorder, not otherwise specified"
G00,"Bacterial meningitis, not elsewhere classified"
G00,"Bacterial meningitis, not elsewhere classified"
G00,"Bacterial meningitis, not elsewhere classified"
G00,"Bacterial meningitis, not elsewhere classified"
G00,"Bacterial meningitis, not elsewhere classified"
G00,"Bacterial meningitis, not elsewhere classified"
G00,"Bacterial meningitis, not elsewhere classified"
G01,Meningitis in bacterial diseases classified elsewhere
G02,Meningitis in other infectious and parasitic diseases classified elsewhere
G02,Meningitis in other infectious and parasitic diseases classified elsewhere
G02,Meningitis in other infectious and parasitic diseases classified elsewhere
G02,Meningitis in other infectious and parasitic diseases classified elsewhere
G03,Meningitis due to other and unspecified causes
G03,Meningitis due to other and unspecified causes
G03,Meningitis due to other and unspecified causes
G03,Meningitis due to other and unspecified causes
G03,Meningitis due to other and unspecified causes
G03,Meningitis due to other and unspecified causes
G04,"Encephalitis, myelitis and encephalomyelitis"
G04,"Encephalitis, myelitis and encephalomyelitis"
G04,"Encephalitis, myelitis and encephalomyelitis"
G04,"Encephalitis, myelitis and encephalomyelitis"
G04,"Encephalitis, myelitis and encephalomyelitis"
G04,"Encephalitis, myelitis and encephalomyelitis"
G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere"
G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere"
G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere"
G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere"
G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere"
G06,Intracranial and intraspinal abscess and granuloma
G06,Intracranial and intraspinal abscess and granuloma
G06,Intracranial and intraspinal abscess and granuloma
G06,Intracranial and intraspinal abscess and granuloma
G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere
G08,Intracranial and intraspinal phlebitis and thrombophlebitis
G09,Sequelae of inflammatory diseases of central nervous system
G10,Huntington's disease
G11,Hereditary ataxia
G11,Hereditary ataxia
G11,Hereditary ataxia
G11,Hereditary ataxia
G11,Hereditary ataxia
G11,Hereditary ataxia
G11,Hereditary ataxia
G11,Hereditary ataxia
G12,Spinal muscular atrophy and related syndromes
G12,Spinal muscular atrophy and related syndromes
G12,Spinal muscular atrophy and related syndromes
G12,Spinal muscular atrophy and related syndromes
G12,Spinal muscular atrophy and related syndromes
G12,Spinal muscular atrophy and related syndromes
G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere
G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere
G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere
G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere
G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere
G14,Postpolio syndrome
G20,Parkinson's disease
G21,Secondary parkinsonism
G21,Secondary parkinsonism
G21,Secondary parkinsonism
G21,Secondary parkinsonism
G21,Secondary parkinsonism
G21,Secondary parkinsonism
G21,Secondary parkinsonism
G21,Secondary parkinsonism
G22,Parkinsonism in diseases classified elsewhere
G23,Other degenerative diseases of basal ganglia
G23,Other degenerative diseases of basal ganglia
G23,Other degenerative diseases of basal ganglia
G23,Other degenerative diseases of basal ganglia
G23,Other degenerative diseases of basal ganglia
G23,Other degenerative diseases of basal ganglia
G24,Dystonia
G24,Dystonia
G24,Dystonia
G24,Dystonia
G24,Dystonia
G24,Dystonia
G24,Dystonia
G24,Dystonia
G24,Dystonia
G25,Other extrapyramidal and movement disorders
G25,Other extrapyramidal and movement disorders
G25,Other extrapyramidal and movement disorders
G25,Other extrapyramidal and movement disorders
G25,Other extrapyramidal and movement disorders
G25,Other extrapyramidal and movement disorders
G25,Other extrapyramidal and movement disorders
G25,Other extrapyramidal and movement disorders
G25,Other extrapyramidal and movement disorders
G25,Other extrapyramidal and movement disorders
G26,Extrapyramidal and movement disorders in diseases classified elsewhere
G30,Alzheimer's disease
G30,Alzheimer's disease
G30,Alzheimer's disease
G30,Alzheimer's disease
G30,Alzheimer's disease
G31,"Other degenerative diseases of nervous system, not elsewhere classified"
G31,"Other degenerative diseases of nervous system, not elsewhere classified"
G31,"Other degenerative diseases of nervous system, not elsewhere classified"
G31,"Other degenerative diseases of nervous system, not elsewhere classified"
G31,"Other degenerative diseases of nervous system, not elsewhere classified"
G31,"Other degenerative diseases of nervous system, not elsewhere classified"
G32,Other degenerative disorders of nervous system in diseases classified elsewhere
G32,Other degenerative disorders of nervous system in diseases classified elsewhere
G32,Other degenerative disorders of nervous system in diseases classified elsewhere
G35,Multiple sclerosis
G36,Other acute disseminated demyelination
G36,Other acute disseminated demyelination
G36,Other acute disseminated demyelination
G36,Other acute disseminated demyelination
G36,Other acute disseminated demyelination
G37,Other demyelinating diseases of central nervous system
G37,Other demyelinating diseases of central nervous system
G37,Other demyelinating diseases of central nervous system
G37,Other demyelinating diseases of central nervous system
G37,Other demyelinating diseases of central nervous system
G37,Other demyelinating diseases of central nervous system
G37,Other demyelinating diseases of central nervous system
G37,Other demyelinating diseases of central nervous system
G37,Other demyelinating diseases of central nervous system
G40,Epilepsy
G40,Epilepsy
G40,Epilepsy
G40,Epilepsy
G40,Epilepsy
G40,Epilepsy
G40,Epilepsy
G40,Epilepsy
G40,Epilepsy
G40,Epilepsy
G40,Epilepsy
G41,Status epilepticus
G41,Status epilepticus
G41,Status epilepticus
G41,Status epilepticus
G41,Status epilepticus
G41,Status epilepticus
G43,Migraine
G43,Migraine
G43,Migraine
G43,Migraine
G43,Migraine
G43,Migraine
G43,Migraine
G44,Other headache syndromes
G44,Other headache syndromes
G44,Other headache syndromes
G44,Other headache syndromes
G44,Other headache syndromes
G44,Other headache syndromes
G44,Other headache syndromes
G45,Transient cerebral ischaemic attacks and related syndromes
G45,Transient cerebral ischaemic attacks and related syndromes
G45,Transient cerebral ischaemic attacks and related syndromes
G45,Transient cerebral ischaemic attacks and related syndromes
G45,Transient cerebral ischaemic attacks and related syndromes
G45,Transient cerebral ischaemic attacks and related syndromes
G45,Transient cerebral ischaemic attacks and related syndromes
G45,Transient cerebral ischaemic attacks and related syndromes
G46,Vascular syndromes of brain in cerebrovascular diseases (I60-I67+)
G46,Vascular syndromes of brain in cerebrovascular diseases (I60-I67+)
G46,Vascular syndromes of brain in cerebrovascular diseases (I60-I67+)
G46,Vascular syndromes of brain in cerebrovascular diseases (I60-I67+)
G46,Vascular syndromes of brain in cerebrovascular diseases (I60-I67+)
G46,Vascular syndromes of brain in cerebrovascular diseases (I60-I67+)
G46,Vascular syndromes of brain in cerebrovascular diseases (I60-I67+)
G46,Vascular syndromes of brain in cerebrovascular diseases (I60-I67+)
G46,Vascular syndromes of brain in cerebrovascular diseases (I60-I67+)
G46,Vascular syndromes of brain in cerebrovascular diseases (I60-I67+)
G47,Sleep disorders
G47,Sleep disorders
G47,Sleep disorders
G47,Sleep disorders
G47,Sleep disorders
G47,Sleep disorders
G47,Sleep disorders
G47,Sleep disorders
G50,Disorders of trigeminal nerve
G50,Disorders of trigeminal nerve
G50,Disorders of trigeminal nerve
G50,Disorders of trigeminal nerve
G50,Disorders of trigeminal nerve
G51,Facial nerve disorders
G51,Facial nerve disorders
G51,Facial nerve disorders
G51,Facial nerve disorders
G51,Facial nerve disorders
G51,Facial nerve disorders
G51,Facial nerve disorders
G51,Facial nerve disorders
G52,Disorders of other cranial nerves
G52,Disorders of other cranial nerves
G52,Disorders of other cranial nerves
G52,Disorders of other cranial nerves
G52,Disorders of other cranial nerves
G52,Disorders of other cranial nerves
G52,Disorders of other cranial nerves
G52,Disorders of other cranial nerves
G53,Cranial nerve disorders in diseases classified elsewhere
G53,Cranial nerve disorders in diseases classified elsewhere
G53,Cranial nerve disorders in diseases classified elsewhere
G53,Cranial nerve disorders in diseases classified elsewhere
G53,Cranial nerve disorders in diseases classified elsewhere
G53,Cranial nerve disorders in diseases classified elsewhere
G54,Nerve root and plexus disorders
G54,Nerve root and plexus disorders
G54,Nerve root and plexus disorders
G54,Nerve root and plexus disorders
G54,Nerve root and plexus disorders
G54,Nerve root and plexus disorders
G54,Nerve root and plexus disorders
G54,Nerve root and plexus disorders
G54,Nerve root and plexus disorders
G54,Nerve root and plexus disorders
G54,Nerve root and plexus disorders
G55,Nerve root and plexus compressions in diseases classified elsewhere
G55,Nerve root and plexus compressions in diseases classified elsewhere
G55,Nerve root and plexus compressions in diseases classified elsewhere
G55,Nerve root and plexus compressions in diseases classified elsewhere
G55,Nerve root and plexus compressions in diseases classified elsewhere
G55,Nerve root and plexus compressions in diseases classified elsewhere
G56,Mononeuropathies of upper limb
G56,Mononeuropathies of upper limb
G56,Mononeuropathies of upper limb
G56,Mononeuropathies of upper limb
G56,Mononeuropathies of upper limb
G56,Mononeuropathies of upper limb
G56,Mononeuropathies of upper limb
G56,Mononeuropathies of upper limb
G57,Mononeuropathies of lower limb
G57,Mononeuropathies of lower limb
G57,Mononeuropathies of lower limb
G57,Mononeuropathies of lower limb
G57,Mononeuropathies of lower limb
G57,Mononeuropathies of lower limb
G57,Mononeuropathies of lower limb
G57,Mononeuropathies of lower limb
G57,Mononeuropathies of lower limb
G57,Mononeuropathies of lower limb
G58,Other mononeuropathies
G58,Other mononeuropathies
G58,Other mononeuropathies
G58,Other mononeuropathies
G58,Other mononeuropathies
G59,Mononeuropathy in diseases classified elsewhere
G59,Mononeuropathy in diseases classified elsewhere
G59,Mononeuropathy in diseases classified elsewhere
G60,Hereditary and idiopathic neuropathy
G60,Hereditary and idiopathic neuropathy
G60,Hereditary and idiopathic neuropathy
G60,Hereditary and idiopathic neuropathy
G60,Hereditary and idiopathic neuropathy
G60,Hereditary and idiopathic neuropathy
G60,Hereditary and idiopathic neuropathy
G61,Inflammatory polyneuropathy
G61,Inflammatory polyneuropathy
G61,Inflammatory polyneuropathy
G61,Inflammatory polyneuropathy
G61,Inflammatory polyneuropathy
G62,Other polyneuropathies
G62,Other polyneuropathies
G62,Other polyneuropathies
G62,Other polyneuropathies
G62,Other polyneuropathies
G62,Other polyneuropathies
G63,Polyneuropathy in diseases classified elsewhere
G63,Polyneuropathy in diseases classified elsewhere
G63,Polyneuropathy in diseases classified elsewhere
G63,Polyneuropathy in diseases classified elsewhere
G63,Polyneuropathy in diseases classified elsewhere
G63,Polyneuropathy in diseases classified elsewhere
G63,Polyneuropathy in diseases classified elsewhere
G63,Polyneuropathy in diseases classified elsewhere
G63,Polyneuropathy in diseases classified elsewhere
G64,Other disorders of peripheral nervous system
G70,Myasthenia gravis and other myoneural disorders
G70,Myasthenia gravis and other myoneural disorders
G70,Myasthenia gravis and other myoneural disorders
G70,Myasthenia gravis and other myoneural disorders
G70,Myasthenia gravis and other myoneural disorders
G70,Myasthenia gravis and other myoneural disorders
G71,Primary disorders of muscles
G71,Primary disorders of muscles
G71,Primary disorders of muscles
G71,Primary disorders of muscles
G71,Primary disorders of muscles
G71,Primary disorders of muscles
G71,Primary disorders of muscles
G72,Other myopathies
G72,Other myopathies
G72,Other myopathies
G72,Other myopathies
G72,Other myopathies
G72,Other myopathies
G72,Other myopathies
G72,Other myopathies
G73,Disorders of myoneural junction and muscle in diseases classified elsewhere
